UNITID,F1A13,F1A18,F1B25,I       
418481,,,514503,
418506,,,355210,
418515,,,1334937,
418524,,,887406,
418533,,,5346304,
418542,,,1530891,
418560,,,1073474,
418588,,,731094,
418603,,,695549,
418612,,,450182,
418676,,,1003953,
419031,,,504872,
419095,,,1036853,
419226,,,7645084,
419332,,,111505,
419420,,,524167,
419484,,,469309,
420398,,,61081143,
420431,616352,7172705,9480687,
420440,4453185,8229656,8962511,
420468,,,2753697,
420538,12000250,25064730,18366340,
420556,23505604,21414898,15686243,
420723,11451732,9409779,7944539,
420802,0,999299,30616171,
421540,,,2132773,
421559,,,1007493,
421717,,,283039,
423652,23700081,13214152,6827940,
427991,,,2502471,
428019,,,3169010,
428392,9007537,16991925,16477915,
428426,498904020,192862681,29030867,
430500,,,26430,
430795,,,3048807,
430883,,,398794,
430908,,,1921347,
430971,,,1499733,
431017,,,5886275,
431105,,,902096,
431169,,,3315993,
431187,,,994103,
431196,,,1771270,
431202,,,213639,
431266,,,460926,
431275,,,634231,
431558,,,4907127,
431691,,,465500,
431707,,,421684,
431716,,,1963498,
431770,,,788836,
431877,,,131077,
432144,24026337,406160177,12938296,
433040,,,327525,
433068,,,4327810,
433138,,,1849937,
433174,69213,3750533,7786932,
433660,157846709,342901582,157969155,
434061,6969180,5358429,14230566,
434584,1147466,3170484,13563593,
434672,28469022,129613250,206568215,
435000,152280958,358343046,617525720,
436304,2100468,-1020458,9738836,
437103,13066334,27868100,36795612,
438665,411049853,170309383,34367530,
438708,2085359,8998863,4592295,
439145,10287486,65633373,49637301,
439154,3029817,11239345,16890293,
439190,3612228,118777028,34054461,
439622,,,2401116,
440217,,,323604,
440244,13078094,22410729,28277161,
440402,7192349,21416835,17906857,
440624,4908756,2442499,15230541,
440730,,,5481918,
441070,508879,456904,616722,
441210,,,827311,
441317,,,847191,
441335,,,475817,
441353,,,322603,
441414,,,432577,
441593,,,596416,
441672,,,72870,
441760,8052029,22613418,30654744,
441894,,,1132901,
441900,2835000,38174000,24379000,
441937,294254582,206365622,95665202,
442833,,,50999091,
443368,10868494,38038713,3761514,
443492,10032248,20730143,26072242,
443711,77341569,26981297,38696627,
444219,,,40358349,
444459,,,105900,
444954,5176170,15901522,26244415,
445018,2964632,641896,12222667,
445188,,,152201525,
445674,3299439,3410259,9356970,
446206,,,212048,
446349,,,218211,
446419,,,650194,
446774,3259751,9339838,12615838,
446978,10885581,400075,5492551,
447582,4416762,11499332,18713823,
447689,44725614,37753782,45930914,
448248,,,10102734,
448336,143989,64463,2442546,
448594,,,32892482,
448637,119237918,76589350,10877119,
448840,4887724,83610320,52409645,
449357,,,1781753,
449816,,,3800128,
451325,,,484888,
451459,,,1632511,
451583,,,3519387,
451671,2130983,44708900,24485701,
451680,2239162,75138383,30930050,
452106,,,1009520,
455114,5229213,43591020,58192121,
455512,39106346,16383009,14080169,
457378,,,1521005,
457387,,,3810549,
457615,,,277799,
457624,,,351000,
457873,,,1388454,
457907,,,423370,
457943,,,838369,
457989,,,309270,
459329,,,596432,
459408,,,344378,
460604,,,896990,
