UNITID,EFYTOTLT
420556,2011
420608,372
420608,372
420705,333
420705,333
420723,684
420723,684
420866,1081
420866,291
420866,790
420981,706
420981,706
421009,3162
421009,2676
421009,486
421018,3411
421018,2896
421018,515
421513,642
421513,642
421540,256
421540,256
421559,155
421559,155
421586,155
421586,155
421610,50
421610,50
421665,29
421665,29
421708,1224
421708,1224
421717,38
421717,38
421771,74
421771,74
421832,559
421832,559
421841,331
421841,331
421878,329
421878,329
421896,390
421896,390
422020,120
422020,120
422190,149
422190,149
422695,293
422695,293
422835,359
422835,359
423120,1224
423120,1224
423397,96
423397,96
423412,116
423412,116
423476,349
423476,349
423582,426
423582,426
423643,2188
423643,11
423643,2177
423652,1011
423652,1011
423670,336
423670,336
423980,3640
423980,3640
424424,471
424424,471
425250,233
425250,233
425393,18
425393,18
425870,41
425870,41
425889,1309
425889,1309
425986,453
425986,453
426314,25496
426314,18587
426314,6909
427025,2022
427025,2022
427308,261
427308,261
427335,83
427335,83
427663,944
427663,944
427894,277
427894,277
427919,329
427919,329
427973,326
427973,326
427982,303
427982,303
427991,1055
427991,1055
428000,277
428000,277
428019,334
428019,334
428037,46
428037,46
428055,440
428055,440
428073,31
428073,31
428125,102
428125,102
428143,234
428143,234
428170,3053
428170,3053
428259,685
428259,581
428259,104
428268,1012
428268,136
428268,876
428286,1763
428286,1763
428295,284
428295,284
428329,199
428329,199
428338,206
428338,206
428392,2546
428392,2546
428444,1720
428444,1720
429085,132
429085,132
429094,243
429094,243
429100,146
429100,146
429128,968
429128,968
429599,1953
429599,1953
430050,654
430050,654
430087,1258
430087,975
430087,283
430096,1220
430096,1220
430102,161
430102,136
430102,25
430148,1517
430148,1517
430157,431
430157,431
430166,424
430166,424
430175,1754
430175,1754
430184,8312
430184,6334
430184,1978
430218,275
430218,275
430227,309
430227,309
430245,796
430245,796
430254,338
430254,338
430263,1591
430263,1591
430306,91
430306,91
430342,403
430342,403
430351,892
430351,892
430360,620
430360,620
430379,1541
430379,1541
430388,1011
430388,1011
430403,553
430403,553
430421,1337
430421,1337
430485,129
430485,129
430500,6
430500,6
430564,266
430564,266
430582,333
430582,333
430591,351
430591,351
430670,272
430670,272
430704,95
430704,95
430795,273
430795,273
430810,460
430810,460
430847,90
430847,90
430883,67
430883,67
430908,89
430908,89
430935,750
430935,750
430971,118
430971,118
430980,511
430980,511
430999,268
430999,268
431017,111
431017,111
431026,1191
431026,1191
431071,195
431071,195
431099,260
431099,260
431105,160
431105,160
431123,541
431123,541
431141,3849
431141,3849
431169,147
431169,147
431187,36
431187,36
431196,178
431196,178
431202,38
431202,38
431248,19
431248,19
431266,57
431266,57
431275,122
431275,122
431284,94
431284,94
431309,1051
431309,1051
431558,444
431558,444
431594,10
431594,10
431600,136
431600,136
431637,1082
431637,1082
431691,37
431691,37
431707,30
431707,30
431716,614
431716,614
431770,73
431770,73
431877,51
431877,51
431886,1698
431886,1698
431929,332
431929,332
431956,114
431956,114
431965,136
431965,136
431983,102
431983,102
432074,248
432074,248
432117,226
432117,226
432199,3532
432199,2352
432199,1180
432214,1258
432214,793
432214,465
432223,1088
432223,904
432223,184
432232,2166
432232,1768
432232,398
432241,1658
432241,1366
432241,292
432269,267
432269,267
432302,1511
432302,1511
432348,338
432348,338
432357,392
432357,392
432384,719
432384,719
432524,239
432524,239
432533,2936
432533,2936
433004,115
433004,113
433004,2
433013,1117
433013,1117
433040,32
433040,32
433068,540
433068,540
433101,2036
433101,2036
433138,677
433138,677
433165,5
433165,5
433174,722
433174,722
433217,7
433217,7
433387,19399
433387,14725
433387,4674
433420,747
433420,747
433466,1074
433466,1074
433536,604
433536,604
433563,1100
433563,1100
433660,13055
433660,11072
433660,1983
433970,804
433970,804
434016,217
434016,217
434034,1364
434034,1364
434052,1352
434052,1352
434061,6226
434061,6226
434122,18
434122,18
434140,1730
434140,1730
434159,1128
434159,1128
434274,150
434274,150
434283,78
434283,78
434308,1171
434308,1171
434317,1436
434317,1436
434326,101
434326,101
434344,23
434344,23
434362,64
434362,64
434371,145
434371,145
434380,79
434380,79
434414,394
434414,394
434432,69
434432,69
434441,147
434441,147
434469,181
434469,181
434496,120
434496,120
434502,167
434502,167
434520,1168
434520,1168
434539,636
434539,636
434548,1494
434548,1494
434557,813
434557,813
434566,1069
434566,1069
434575,739
434575,739
434584,679
434584,679
434672,33837
434672,33837
434690,547
434690,547
434715,1727
434715,1727
434751,168
434751,168
434812,202
434812,202
434821,521
434821,521
434830,303
434830,303
434900,1725
434900,1725
434937,63
434937,63
434946,2977
434946,2336
434946,641
434955,1864
434955,1514
434955,350
434964,1267
434964,1004
434964,263
434973,912
434973,782
434973,130
434982,1215
434982,1098
434982,117
434991,1086
434991,987
434991,99
435000,950
435000,116
435000,834
436003,281
436003,281
436012,1082
436012,1082
436021,43
436021,43
436067,64
436067,64
436094,1197
436094,210
436094,987
436100,45
436100,45
436182,555
436182,555
436191,1324
436191,1324
436225,1063
436225,1063
436261,142
436261,142
436270,344
436270,344
436289,109
436289,109
436304,2796
436304,2796
436429,1339
436429,1339
436438,1369
436438,306
436438,1063
436465,1301
436465,1301
436483,772
436483,772
436526,291
436526,291
436553,576
436553,576
436562,424
436562,424
436599,94
436599,94
436614,111
436614,91
436614,20
436632,218
436632,218
436641,214
436641,214
436650,600
436650,600
436702,390
436702,390
436775,296
436775,296
436784,1263
436784,1263
436818,3024
436818,3024
436827,851
436827,851
436836,1708
436836,1708
436854,86
436854,86
437042,1510
437042,1510
437051,1495
437051,1495
437060,625
437060,625
437103,13542
437103,13542
437219,1241
437219,1241
437237,63
437237,63
437316,388
437316,388
437325,760
437325,688
437325,72
437501,257
437501,257
437529,665
437529,665
437556,1166
437556,1166
437565,322
437565,322
437583,264
437583,264
437608,119
437608,119
437635,246
437635,246
437653,312
437653,312
437662,5224
437662,5224
437705,20
437705,20
437723,394
437723,394
437732,955
437732,955
437750,687
437750,687
437769,1000
437769,1000
437778,494
437778,494
437848,1991
437848,1991
437857,263
437857,263
437884,110
437884,110
437927,922
437927,922
437936,1666
437936,1666
438036,193
438036,193
438151,1698
438151,1524
438151,174
438179,1367
438179,1367
438197,2081
438197,2081
438212,8320
438212,8320
438258,1002
438258,1002
438267,551
438267,551
438285,863
438285,863
438294,456
438294,456
438337,452
438337,452
438382,941
438382,610
438382,331
438416,994
438416,948
438416,46
438498,2570
438498,1333
438498,1237
438504,3215
438504,3215
438586,3197
438586,2856
438586,341
438601,1386
438601,1198
438601,188
438610,1263
438610,1167
438610,96
438629,236
438629,204
438629,32
438638,2815
438638,2815
438647,1887
438647,1887
438656,2158
438656,2158
438674,152
438674,152
438708,876
438708,876
438735,201
438735,201
438805,1738
438805,1738
438869,905
438869,905
438887,511
438887,511
438902,2580
438902,2503
438902,77
438966,896
438966,896
438984,233
438984,233
439020,205
439020,205
439039,777
439039,777
439057,740
439057,160
439057,580
439118,1393
439118,1393
439127,795
439127,795
439136,982
439136,982
439145,5431
439145,5431
439163,7743
439163,6230
439163,1513
439190,4079
439190,4079
439279,1096
439279,1023
439279,73
439288,1693
439288,1693
439297,774
439297,663
439297,111
439303,101
439303,101
439312,81
439312,81
439330,286
439330,133
439330,153
439367,567
439367,567
439394,126
439394,126
439400,131
439400,131
439437,779
439437,779
439446,123
439446,19
439446,104
439455,689
439455,689
439473,252
439473,252
439482,300
439482,300
439491,152
439491,152
439507,604
439507,604
439525,988
439525,988
439570,822
439570,822
439589,259
439589,259
439604,40
439604,40
439613,335
439613,335
439622,330
439622,330
439631,48
439631,48
439668,235
439668,235
439686,546
439686,546
439695,109
439695,109
439701,656
439701,339
439701,317
439729,61
439729,61
439738,937
439738,937
439747,182
439747,182
439756,29
439756,29
439774,60
439774,60
439783,189
439783,103
439783,86
439792,779
439792,779
439817,143
439817,143
439826,491
439826,491
439844,91
439844,91
439862,95
439862,95
439871,249
439871,249
439899,95
439899,95
439905,447
439905,447
439914,36
439914,36
439932,37
439932,37
439969,213
439969,87
439969,126
439978,144
439978,144
439996,156
439996,156
440004,59
440004,59
440031,170
440031,170
440059,556
440059,556
440077,74
440077,74
440086,252
440086,252
440101,296
440101,296
440110,1042
440110,1042
440129,1255
440129,1255
440147,1287
440147,1287
440165,1720
440165,1720
440174,132
440174,132
440217,34
440217,34
440226,166
440226,166
440235,101
440235,101
440244,8950
440244,8950
440253,406
440253,72
440253,334
440262,624
440262,624
440271,825
440271,825
440299,1706
440299,1706
440305,5290
440305,5290
440323,1092
440323,1092
440332,722
440332,722
440341,3063
440341,3063
440369,2593
440369,2593
440378,363
440378,363
440396,184
440396,164
440396,20
440402,3642
440402,3642
440411,188
440411,21
440411,167
440420,347
440420,260
440420,87
440439,1828
440439,1416
440439,412
440448,4285
440448,3599
440448,686
440457,977
440457,917
440457,60
440466,853
440466,739
440466,114
440484,2144
440484,2144
440536,2358
440536,1822
440536,536
440545,1774
440545,1314
440545,460
440590,2820
440590,2327
440590,493
440624,2553
440624,2553
440642,1330
440642,1330
440651,1955
440651,1955
440721,959
440721,959
440730,1310
440730,1310
440749,662
440749,662
440758,377
440758,377
440767,1114
440767,1114
440776,70
440776,70
440794,346
440794,346
440800,83
440800,83
440819,177
440819,177
440828,883
440828,729
440828,154
440846,731
440846,731
440855,402
440855,402
440873,1016
440873,1016
440882,482
440882,482
440891,610
440891,610
440907,758
440907,758
440916,1006
440916,1006
440925,1723
440925,1723
440952,1140
440952,1140
440970,328
440970,328
440989,1988
440989,1988
441016,2151
441016,2151
441025,1581
441025,1581
441052,2058
441052,2058
441070,180
441070,180
441089,2164
441089,2164
441104,319
441104,319
441131,284
441131,284
441168,191
441168,191
441186,1068
441186,816
441186,252
441195,131
441195,131
441201,332
441201,332
441210,416
441210,416
441229,1010
441229,1010
441238,89
441238,89
441256,156
441256,156
441274,222
441274,222
441308,2509
441308,2509
441317,50
441317,50
441335,42
441335,42
441353,17
441353,17
441362,1292
441362,1292
441371,1352
441371,1352
441380,317
441380,317
441399,1012
441399,1012
441405,155
441405,155
441414,580
441414,580
441423,605
441423,605
441432,556
441432,556
441441,386
441441,386
441478,486
441478,47
441478,439
441487,288
441487,288
441496,195
441496,195
441502,422
441502,422
441511,249
441511,144
441511,105
441548,161
441548,161
441575,995
441575,995
441584,1326
441584,1326
441593,66
441593,66
441609,23
441609,23
441618,101
441618,101
441627,33
441627,33
441636,317
441636,317
441645,234
441645,234
441663,269
441663,269
441672,8
441672,8
441681,89
441681,89
441690,336
441690,336
441706,264
441706,264
441733,83
441733,83
441742,1048
441742,1048
441751,34
441751,34
441760,4116
441760,4116
441779,107
441779,107
441788,609
441788,609
441797,60
441797,60
441830,81
441830,81
441858,388
441858,388
441876,188
441876,188
441894,36
441894,36
441900,3885
441900,3885
441919,1847
441919,1847
441928,1722
441928,1722
441937,3968
441937,3677
441937,291
441955,1586
441955,1586
441964,1065
441964,1065
441973,2747
441973,2747
441982,347
441982,347
442000,1240
442000,1240
442037,1143
442037,1143
442046,2024
442046,2024
442064,58
442064,58
442073,1731
442073,1731
442134,1259
442134,1259
442143,1199
442143,1061
442143,138
442152,2359
442152,1914
442152,445
442161,1810
442161,1623
442161,187
442170,2005
442170,1827
442170,178
442189,870
442189,693
442189,177
442204,115
442204,115
442213,41
442213,41
442222,827
442222,234
442222,593
442231,1774
442231,1774
442240,480
442240,480
442295,378
442295,378
442310,1874
442310,1874
442329,1522
442329,1522
442338,2128
442338,2128
442347,1248
442347,1248
442356,1072
442356,1072
442365,1372
442365,891
442365,481
442383,436
442383,436
442392,137
442392,137
442408,566
442408,566
442426,213
442426,213
442435,54
442435,54
442444,1572
442444,1572
442462,910
442462,910
442499,858
442499,858
442505,1290
442505,1290
442514,19
442514,19
442523,52
442523,52
442541,119
442541,66
442541,53
442569,13567
442569,12205
442569,1362
442578,848
442578,848
442602,1832
442602,1832
442611,2741
442611,2741
442620,759
442620,759
442639,102
442639,102
442648,1280
442648,1280
442657,445
442657,445
442684,310
442684,310
442718,795
442718,795
442727,2700
442727,2700
442736,1457
442736,1457
442745,1657
442745,1657
442781,379
442781,379
442790,2779
442790,2779
442806,721
442806,721
442815,1108
442815,1108
442824,4287
442824,3422
442824,865
442833,18601
442833,15015
442833,3586
442842,241
442842,60
442842,181
442851,258
442851,258
442879,2048
442879,2048
442888,172
442888,172
442897,240
442897,195
442897,45
442921,52
442921,52
442930,1508
442930,1508
442949,114
442949,114
442958,86
442958,86
442967,62
442967,62
442976,111
442976,111
442985,155
442985,155
443021,190
443021,190
443030,63
443030,63
443049,308
443049,115
443049,193
443058,57
443058,57
443076,291
443076,23
443076,268
443100,205
443100,205
443137,379
443137,379
443146,382
443146,382
443173,73
443173,73
443207,679
443207,679
443216,85
443216,85
443225,58
443225,58
443234,496
443234,496
443252,1349
443252,1349
443261,495
443261,495
443270,309
443270,309
443289,92
443289,92
443298,303
443298,303
443322,628
443322,628
443331,1290
443331,1290
443340,237
443340,237
443359,251
443359,251
443377,266
443377,266
443410,921
443410,867
443410,54
443429,191
443429,191
443438,1174
443438,1174
443456,216
443456,148
443456,68
443465,106
443465,106
443474,1687
443474,1372
443474,315
443483,234
443483,234
443492,3651
443492,3651
443517,109
443517,109
443526,1248
443526,1248
443535,939
443535,939
443544,642
443544,492
443544,150
443553,1221
443553,1221
443562,2115
443562,2115
443571,159
443571,159
443605,656
443605,656
443623,1616
443623,1616
443632,192
443632,192
443641,340
443641,340
443650,1180
443650,1180
443669,653
443669,653
443678,186
443678,186
443687,1851
443687,1851
443696,89
443696,89
443702,17
443702,17
443739,778
443739,778
443748,1921
443748,1921
443766,4749
443766,3401
443766,1348
443784,5180
443784,3929
443784,1251
443827,1182
443827,1182
443836,1405
443836,1405
443845,2677
443845,2677
443854,1709
443854,1709
443881,1810
443881,1717
443881,93
443890,1721
443890,1515
443890,206
443906,328
443906,250
443906,78
443915,131
443915,108
443915,23
443924,1671
443924,1532
443924,139
443942,206
443942,206
443951,266
443951,266
443979,138
443979,138
443997,601
443997,443
443997,158
444015,3451
444015,3451
444024,1468
444024,1468
444033,392
444033,254
444033,138
444042,2115
444042,2115
444051,236
444051,236
444060,1050
444060,1050
444079,647
444079,647
444088,800
444088,800
444103,12
444103,12
444121,785
444121,785
444130,12214
444130,660
444130,11554
444158,49789
444158,45465
444158,4324
444167,4912
444167,4912
444176,421
444176,421
444194,200
444194,200
444200,633
444200,633
444219,13846
444219,13846
444228,55
444228,55
444237,1668
444237,1668
444255,757
444255,757
444264,264
444264,264
444282,221
444282,221
444291,223
444291,223
444307,225
444307,225
444316,243
444316,243
444325,248
444325,248
444334,154
444334,154
444343,354
444343,354
444352,313
444352,313
444361,52
444361,52
444370,290
444370,290
444389,1179
444389,1179
444398,226
444398,226
444404,134
444404,134
444413,141
444413,122
444413,19
444422,230
444422,230
444440,267
444440,267
444459,13
444459,13
444468,37
444468,37
444477,166
444477,166
444486,224
444486,224
444510,25
444510,25
444529,323
444529,323
444547,72
444547,72
444556,51
444556,51
444565,210
444565,210
444574,724
444574,724
444583,955
444583,955
444592,155
444592,155
444608,46
444608,46
444626,20
444626,20
444635,64
444635,64
444644,33
444644,33
444653,86
444653,86
444662,85
444662,85
444671,369
444671,369
444680,188
444680,188
444699,35
444699,35
444705,55
444705,55
444714,2386
444714,2386
444723,7987
444723,4367
444723,3620
444732,139
444732,139
444750,28
444750,28
444769,234
444769,234
444778,132
444778,98
444778,34
444787,43
444787,43
444796,410
444796,410
444857,68
444857,68
444866,386
444866,386
444884,18
444884,18
444893,161
444893,161
444909,24
444909,24
444927,546
444927,546
444936,89
444936,89
444945,314
444945,314
444954,3999
444954,3999
444972,255
444972,255
444990,491
444990,491
445009,4734
445009,4734
445018,2365
445018,2365
445027,41994
445027,38020
445027,3974
445054,12
445054,12
445072,1579
445072,1579
445081,1317
445081,1317
445090,790
445090,790
445115,1084
445115,1084
445124,1570
445124,1570
445133,784
445133,631
445133,153
445142,878
445142,878
445188,3588
445188,3352
445188,236
445197,1747
445197,1747
445203,1340
445203,1340
445212,487
445212,487
445221,169
445221,169
445230,1937
445230,1937
445249,834
445249,834
445258,634
445258,634
445267,4350
445267,4163
445267,187
445276,1123
445276,1123
445300,833
445300,833
445319,470
445319,407
445319,63
445328,1167
445328,1167
445337,930
445337,930
445346,1001
445346,1001
445355,585
445355,585
445364,317
445364,317
445373,956
445373,956
445382,1791
445382,1791
445391,300
445391,265
445391,35
445407,1010
445407,702
445407,308
445416,482
445416,482
445434,2539
445434,2539
445452,2990
445452,2990
445461,2292
445461,2292
445470,980
445470,980
445489,135
445489,135
445498,120
445498,120
445504,209
445504,209
445531,43
445531,43
445540,70
445540,70
445559,525
445559,525
445577,811
445577,811
445601,1364
445601,1364
445610,471
445610,471
445629,193
445629,193
445638,134
445638,134
445647,161
445647,161
445656,260
445656,260
445665,377
445665,377
445674,1135
445674,1135
445683,136
445683,136
445692,248
445692,239
445692,9
445708,2757
445708,2757
445717,3275
445717,2765
445717,510
445726,891
445726,891
445735,979
445735,263
445735,716
445744,844
445744,844
445753,805
445753,805
445762,245
445762,245
445771,1154
445771,1154
445780,62
445780,62
445799,2603
445799,2603
445814,1216
445814,1216
445832,288
445832,288
445841,215
445841,215
445850,283
445850,283
445869,77
445869,77
445896,182
445896,182
445911,1552
445911,1552
445920,1544
445920,1544
445939,636
445939,636
445948,433
445948,433
445957,606
445957,606
445984,33
445984,33
445993,122
445993,122
446002,116
446002,116
446039,61
446039,61
446048,827
446048,680
446048,147
446057,185
446057,185
446075,99
446075,99
446084,306
446084,306
446093,322
446093,322
446109,417
446109,417
446118,908
446118,908
446127,444
446127,444
446136,708
446136,708
446145,125
446145,125
446154,569
446154,569
446163,150
446163,150
446190,36
446190,36
446206,24
446206,24
446215,77
446215,77
446224,81
446224,81
446233,277
446233,277
446242,210
446242,210
446251,78
446251,78
446260,252
446260,252
446288,190
446288,190
446297,17
446297,17
446303,225
446303,225
446312,86
446312,86
446321,37
446321,37
446349,30
446349,30
446358,97
446358,97
446385,150
446385,150
446394,154
446394,105
446394,49
446400,438
446400,438
446419,77
446419,77
446428,76
446428,76
446437,315
446437,315
446446,196
446446,196
446455,339
446455,339
446464,156
446464,156
446491,28
446491,28
446507,26
446507,26
446516,30
446516,30
446525,173
446525,173
446534,94
446534,94
446543,32
446543,32
446552,1663
446552,1663
446561,414
446561,414
446570,52
446570,52
446589,102
446589,102
446598,93
446598,93
446604,1238
446604,1238
446613,65
446613,65
446640,360
446640,247
446640,113
446668,1168
446668,1168
446677,434
446677,434
446701,10
446701,10
446710,271
446710,241
446710,30
446729,2
446729,2
446738,1235
446738,982
446738,253
446747,621
446747,542
446747,79
446756,607
446756,570
446756,37
446765,785
446765,611
446765,174
446774,4618
446774,4618
446783,234
446783,234
446792,924
446792,924
446808,805
446808,805
446817,986
446817,986
446835,1857
446835,1857
446844,1209
446844,1209
446853,1005
446853,1005
446880,409
446880,409
446899,1515
446899,1515
446905,1112
446905,1112
446914,2348
446914,2348
446923,983
446923,983
446932,694
446932,694
446996,159
446996,159
447014,222
447014,222
447023,1052
447023,1052
447050,314
447050,290
447050,24
447069,1014
447069,1014
447102,1393
447102,1393
447120,1021
447120,1021
447148,493
447148,493
447157,202
447157,202
447166,151
447166,151
447175,234
447175,234
447209,1993
447209,1993
447218,1913
447218,1913
447227,1780
447227,1780
447236,1271
447236,1271
447245,1601
447245,1601
447254,30
447254,30
447263,440
447263,440
447272,744
447272,227
447272,517
447290,1683
447290,1683
447315,157
447315,157
447324,244
447324,244
447333,133
447333,133
447342,173
447342,173
447351,1008
447351,1008
447360,297
447360,297
447379,237
447379,237
447388,354
447388,354
447397,440
447397,440
447403,2028
447403,2028
447421,815
447421,815
447430,108
447430,108
447449,57
447449,57
447458,1351
447458,1351
447467,346
447467,346
447476,423
447476,423
447485,314
447485,222
447485,92
447494,917
447494,917
447519,654
447519,654
447528,227
447528,227
447582,4042
447582,4042
447591,174
447591,174
447625,523
447625,523
447634,1172
447634,1172
447652,1142
447652,1075
447652,67
447661,767
447661,531
447661,236
447670,1094
447670,1094
447689,3951
447689,3951
447698,143
447698,143
447704,135
447704,135
447713,132
447713,132
447722,137
447722,137
447731,237
447731,237
447759,509
447759,509
447768,1648
447768,1648
447777,386
447777,386
447795,39
447795,39
447801,211
447801,211
447810,168
447810,168
447829,109
447829,109
447838,72
447838,72
447847,75
447847,75
447856,141
447856,141
447865,55
447865,55
447874,377
447874,377
447883,218
447883,218
447892,260
447892,260
447908,75
447908,75
447917,91
447917,91
447935,765
447935,765
447953,180
447953,180
447962,290
447962,290
447971,114
447971,114
447980,85
447980,85
447999,396
447999,396
448008,37
448008,37
448017,26
448017,26
448026,159
448026,159
448035,48
448035,48
448044,13
448044,13
448053,90
448053,90
448071,243
448071,243
448080,37
448080,37
448099,66
448099,66
448105,91
448105,91
448114,1361
448114,1361
448123,230
448123,230
448141,73
448141,73
448150,273
448150,273
448196,385
448196,385
448202,109
448202,109
448211,155
448211,155
448220,99
448220,99
448239,181
448239,181
448248,1850
448248,1850
448257,58
448257,58
448266,51
448266,51
448275,66
448275,66
448284,3341
448284,1075
448284,2266
448309,2985
448309,2495
448309,490
448345,1640
448345,1640
448354,231
448354,231
448363,1158
448363,1158
448372,518
448372,518
448406,583
448406,583
448415,1756
448415,1756
448424,114
448424,114
448433,2734
448433,2734
448442,1487
448442,1487
448451,1007
448451,1007
448460,605
448460,605
448479,1849
448479,1849
448488,1183
448488,1183
448497,1181
448497,1181
448503,1073
448503,1073
448512,1020
448512,1020
448521,68
448521,49
448521,19
448530,892
448530,855
448530,37
448549,257
448549,237
448549,20
448558,315
448558,298
448558,17
448567,1074
448567,990
448567,84
448576,2010
448576,2010
448585,793
448585,793
448594,5915
448594,5915
448600,610
448600,610
448619,227
448619,227
448628,915
448628,915
448646,314
448646,314
448655,1225
448655,1225
448664,670
448664,670
448673,2567
448673,2567
448691,217
448691,217
448707,452
448707,452
448716,383
448716,383
448734,666
448734,188
448734,478
448752,702
448752,702
448761,619
448761,619
448770,507
448770,507
448789,1621
448789,1621
448798,575
448798,575
448804,425
448804,425
448822,80
448822,54
448822,26
448831,91
448831,76
448831,15
448840,4851
448840,4197
448840,654
448859,222
448859,222
448877,274
448877,175
448877,99
448895,743
448895,743
448965,319
448965,319
448974,723
448974,723
448983,652
448983,652
449010,1129
449010,1129
449038,5359
449038,4114
449038,1245
449074,1431
449074,1431
449083,253
449083,253
449092,237
449092,237
449117,1207
449117,1207
449126,781
449126,781
449135,478
449135,478
449144,531
449144,531
449153,445
449153,445
449162,195
449162,195
449171,170
449171,170
449180,214
449180,214
449199,187
449199,187
449205,122
449205,122
449214,123
449214,123
449223,247
449223,247
449232,208
449232,208
449241,155
449241,155
449250,307
449250,307
449269,1297
449269,1297
449278,1497
449278,1497
449302,346
449302,346
449311,392
449311,392
449320,1224
449320,1224
449339,69384
449339,53086
449339,16298
449348,157
449348,157
449357,128
449357,128
449366,507
449366,507
449375,444
449375,444
449384,811
449384,811
449393,181
449393,181
449418,152
449418,152
449436,66
449436,66
449445,286
449445,286
449454,61
449454,61
449463,76
449463,76
449472,132
449472,132
449481,48
449481,48
449490,144
449490,144
449506,282
449506,282
449515,213
449515,213
449524,99
449524,99
449533,243
449533,243
449551,36
449551,36
449579,32
449579,32
449597,116
449597,116
449603,185
449603,185
449612,173
449612,173
449658,105
449658,105
449667,212
449667,212
449676,46
449676,46
449685,149
449685,149
449694,515
449694,515
449700,1165
449700,1165
449719,462
449719,462
449728,63
449728,63
449746,382
449746,382
449755,18
449755,18
449764,109
449764,109
449773,270
449773,270
449782,58
449782,58
449791,265
449791,265
449807,191
449807,191
449816,1046
449816,1046
449825,47
449825,47
449843,275
449843,275
449852,54
449852,54
449861,873
449861,873
449870,326
449870,141
449870,185
449898,1125
449898,1125
449904,371
449904,371
449913,129
449913,129
449922,201
449922,201
449931,2518
449931,1530
449931,988
449940,176
449940,176
449959,317
449959,317
449968,420
449968,420
449977,407
449977,407
449986,328
449986,328
449995,318
449995,318
450003,1142
450003,1142
450012,125
450012,125
450021,520
450021,520
450049,748
450049,748
450058,1211
450058,1211
450067,962
450067,962
450076,1584
450076,1584
450085,944
450085,944
450094,1160
450094,1160
450119,241
450119,241
450128,589
450128,589
450137,2841
450137,2841
450146,103
450146,103
450155,645
450155,645
450173,5249
450173,5249
450182,685
450182,685
450191,974
450191,974
450207,654
450207,654
450216,1042
450216,1042
450225,991
450225,991
450234,776
450234,776
450243,1264
450243,1264
450252,850
450252,850
450261,573
450261,573
450270,936
450270,936
450289,691
450289,691
450298,752
450298,606
450298,146
450304,250
450304,250
450377,1678
450377,1015
450377,663
450386,475
450386,475
450395,244
450395,244
450401,350
450401,350
450429,436
450429,436
450438,308
450438,308
450447,926
450447,926
450456,709
450456,613
450456,96
450465,986
450465,986
450474,1889
450474,1797
450474,92
450483,191
450483,172
450483,19
450492,667
450492,622
450492,45
450508,203
450508,203
450517,532
450517,306
450517,226
450526,979
450526,394
450526,585
450535,727
450535,152
450535,575
450544,455
450544,157
450544,298
450553,575
450553,575
450562,626
450562,626
450571,1407
450571,1407
450580,233
450580,233
450599,374
450599,374
450605,242
450605,242
450614,330
450614,330
450623,391
450623,391
450632,203
450632,203
450641,189
450641,189
450650,243
450650,243
450669,141
450669,141
450678,111
450678,111
450696,985
450696,985
450702,1315
450702,1315
450720,502
450720,502
450739,480
450739,480
450757,198
450757,198
450766,437
450766,20
450766,417
450775,490
450775,490
450784,136
450784,136
450793,210
450793,210
450809,209
450809,209
450818,251
450818,251
450827,264
450827,264
450836,163
450836,163
450845,195
450845,195
450854,196
450854,196
450863,145
450863,145
450872,139
450872,139
450881,111
450881,111
450933,23242
450933,18183
450933,5059
450942,527
450942,527
450951,277
450951,277
450960,346
450960,346
450979,17155
450979,9240
450979,7915
450988,406
450988,406
450997,258
450997,258
451006,82
451006,82
451015,318
451015,318
451024,340
451024,340
451033,21
451033,21
451042,42
451042,42
451051,71
451051,71
451060,441
451060,362
451060,79
451079,78
451079,78
451088,307
451088,307
451097,199
451097,199
451103,575
451103,575
451112,142
451112,142
451121,194
451121,194
451130,328
451130,328
451149,419
451149,419
451158,212
451158,212
451167,193
451167,193
451194,57
451194,57
451200,52
451200,52
451219,27
451219,27
451228,214
451228,214
451237,71
451237,71
451246,72
451246,72
451255,51
451255,51
451264,267
451264,267
451273,175
451273,175
451282,400
451282,400
451291,45
451291,45
451307,81
451307,81
451316,102
451316,102
451325,31
451325,31
451334,205
451334,205
451343,116
451343,116
451352,778
451352,778
451361,53
451361,53
451370,42
451370,42
451389,71
451389,71
451398,169
451398,169
451404,160
451404,160
451413,170
451413,170
451422,618
451422,618
451431,89
451431,89
451440,471
451440,471
451459,261
451459,261
451468,184
451468,184
451477,339
451477,339
451486,59
451486,59
451495,73
451495,73
451501,139
451501,139
451510,678
451510,678
451529,131
451529,131
451538,223
451538,223
451547,75
451547,75
451556,1233
451556,1233
451565,354
451565,354
451574,121
451574,121
451583,490
451583,490
451592,83
451592,83
451608,129
451608,129
451617,36
451617,36
451626,127
451626,127
451635,56
451635,56
451644,14
451644,14
451653,28
451653,28
451662,28245
451662,28245
451671,2281
451671,1940
451671,341
451680,1516
451680,1262
451680,254
451699,2393
451699,2393
451705,183
451705,183
451714,399
451714,399
451741,1036
451741,1036
451750,1290
451750,1290
451769,1376
451769,1376
451778,125
451778,125
451796,1067
451796,1067
451802,80
451802,80
451811,39
451811,39
451820,1345
451820,1345
451848,791
451848,791
451857,738
451857,738
451866,872
451866,872
451875,334
451875,334
451884,598
451884,598
451893,95
451893,95
451909,611
451909,611
451918,246
451918,246
451936,760
451936,760
451945,799
451945,799
451954,468
451954,468
451963,771
451963,771
451972,899
451972,899
451981,650
451981,650
451990,920
451990,920
452009,105
452009,105
